Spec. symbol,Program zkratka,Obor zkratka,Typ studia,Forma,Datum a čas zal. přihl.,Datum podání,Spr. poplatek - vypočteno,Spr. poplatek - zaplaceno,Zaplaceno,Datum úhrady,Dadtum zkompl. Zaplaceno,Datum zkompl. Adresy,Kompl. adresy,Datum zkompl. Os. údaje,Kompl. přihlášky,Datum zkompl. celé přihl.,Kompl. údajů přihl.,Datum zkompl. Údaje o přihl.,KA - obec,KA - stát
52868,B-BEE,,Bakalářský,prezenční,24. 10. 2021 22:24,28.10.2021,750,750,ano,29.10.2021,02. 11. 2021 05:45:48,28. 10. 2021 21:59:19,ano,25. 10. 2021 11:24:23,ano,02. 11. 2021 05:45:50,ano,24. 10. 2021 22:29:41,Praha,Česká republika
52798,N-ENVA,,Magisterský navazující,prezenční,21. 10. 2021 01:10,21.10.2021,750,0,ne,,,21. 10. 2021 01:05:37,ano,21. 10. 2021 01:10:45,ne,,ano,21. 10. 2021 01:10:45,"INEZGANE,Morocco",Marocké království
52797,N-EGS,,Magisterský navazující,prezenční,21. 10. 2021 00:54,21.10.2021,750,0,ne,,,21. 10. 2021 01:05:37,ano,21. 10. 2021 01:03:47,ne,,ano,21. 10. 2021 00:55:08,"INEZGANE,Morocco",Marocké království
53002,N-NCO,,Magisterský navazující,prezenční,03. 11. 2021 08:45,,750,0,ne,,,,ne,,ne,,ano,03. 11. 2021 08:46:13,,
54235,N-ENVA,,Magisterský navazující,prezenční,29. 11. 2021 21:25,16.12.2021,750,750,ano,16.12.2021,16. 12. 2021 16:38:57,30. 11. 2021 00:10:21,ano,30. 11. 2021 00:03:45,ano,16. 12. 2021 16:38:57,ano,29. 11. 2021 21:25:25,Port Harcourt,Nigérijská federativní republika
56433,N-EGS,,Magisterský navazující,prezenční,03. 01. 2022 05:24,,750,0,ne,,,30. 11. 2021 00:10:21,ano,03. 01. 2022 05:24:16,ne,,ano,03. 01. 2022 05:24:16,Port Harcourt,Nigérijská federativní republika
52644,B-BEDS,,Bakalářský,prezenční,09. 10. 2021 20:39,09.10.2021,750,0,ne,,,09. 10. 2021 21:14:36,ano,09. 10. 2021 21:00:41,ne,,ano,09. 10. 2021 20:44:47,Brufut,Gambijská republika
56698,B-BEDS,,Bakalářský,prezenční,04. 01. 2022 17:45,,750,0,ne,,,04. 01. 2022 17:51:52,ano,,ne,,ano,04. 01. 2022 17:46:27,Praha,Česká republika
54275,B-BEDS,,Bakalářský,prezenční,30. 11. 2021 15:50,,750,0,ne,,,,ne,01. 12. 2021 05:23:08,ne,,ano,01. 12. 2021 05:18:20,,
56070,N-EGS,,Magisterský navazující,prezenční,28. 12. 2021 16:33,28.12.2021,750,0,ne,,,28. 12. 2021 22:14:06,ano,28. 12. 2021 21:53:32,ne,,ano,28. 12. 2021 16:37:56,Lagos,Nigérijská federativní republika
55689,N-EGS,,Magisterský navazující,prezenční,21. 12. 2021 08:43,22.12.2021,750,0,ne,,,22. 12. 2021 08:28:53,ano,22. 12. 2021 08:21:58,ne,,ano,21. 12. 2021 08:47:18,Lekki,Nigérijská federativní republika
52964,N-NCO,,Magisterský navazující,prezenční,02. 11. 2021 07:02,,750,0,ne,,,,ne,,ne,,ne,,,
52587,B-BEE,,Bakalářský,prezenční,06. 10. 2021 14:47,,750,0,ne,,,31. 10. 2021 07:40:05,ano,,ne,,ano,06. 10. 2021 14:49:57,"Pune, Maharashtra",Indická republika
53115,N-LPA,,Magisterský navazující,prezenční,09. 11. 2021 08:49,,750,0,ne,,,20. 12. 2021 10:02:45,ano,20. 12. 2021 09:59:25,ne,,ano,09. 11. 2021 08:51:01,Ain Baida,Alžírská lidová demokratická republika
55447,N-LPA,,Magisterský navazující,prezenční,17. 12. 2021 15:17,17.12.2021,750,0,ne,,,17. 12. 2021 15:39:00,ano,17. 12. 2021 15:33:13,ne,,ano,17. 12. 2021 15:20:08,"Fareed Town, Race Course Road",Pákistánská islámská republika
52749,N-NCO,,Magisterský navazující,prezenční,16. 10. 2021 10:15,16.10.2021,750,750,ano,16.10.2021,16. 10. 2021 10:36:08,16. 10. 2021 10:25:27,ano,16. 10. 2021 10:22:45,ano,16. 10. 2021 10:36:08,ano,16. 10. 2021 10:16:14,Ijako,Nigérijská federativní republika
55302,B-BEDS,,Bakalářský,prezenční,15. 12. 2021 09:43,,750,0,ne,,,15. 12. 2021 09:43:40,ano,15. 12. 2021 09:48:28,ne,,ano,15. 12. 2021 09:43:40,Okpella,Ostatní
53010,N-EGS,,Magisterský navazující,prezenční,03. 11. 2021 14:48,03.11.2021,750,0,ne,,,03. 11. 2021 15:09:22,ano,03. 11. 2021 15:00:34,ne,,ano,03. 11. 2021 14:50:15,Alair,Britské indickooceánské území
52604,B-BEE,,Bakalářský,prezenční,07. 10. 2021 16:12,07.10.2021,750,0,ne,,,29. 01. 2021 08:30:20,ano,07. 10. 2021 16:12:27,ne,,ano,07. 10. 2021 16:12:27,Praha,Česká republika
52783,N-LPA,,Magisterský navazující,prezenční,19. 10. 2021 17:55,,750,0,ne,,,19. 10. 2021 17:55:15,ano,19. 10. 2021 17:57:25,ne,,ano,19. 10. 2021 17:55:15,Praha,Česká republika
54503,N-ENVA,,Magisterský navazující,prezenční,03. 12. 2021 12:01,03.12.2021,750,0,ne,,,03. 12. 2021 12:10:36,ano,03. 12. 2021 12:08:15,ne,,ano,03. 12. 2021 12:01:37,"Aligarh, Uttar Pradesh, India",Indická republika
54181,B-BEDS,,Bakalářský,prezenční,29. 11. 2021 01:48,,750,0,ne,,,29. 11. 2021 01:58:38,ano,29. 11. 2021 01:55:59,ne,,ano,29. 11. 2021 01:50:36,Islamabad,Pákistánská islámská republika
54251,N-ENVA,,Magisterský navazující,prezenční,30. 11. 2021 09:05,,750,0,ne,,,30. 11. 2021 09:20:29,ano,30. 11. 2021 09:13:55,ne,,ano,30. 11. 2021 09:06:47,casablanca,Marocké království
52925,B-BEDS,,Bakalářský,prezenční,29. 10. 2021 10:37,,750,0,ne,,,29. 10. 2021 10:37:19,ano,29. 10. 2021 10:38:54,ne,,ano,29. 10. 2021 10:37:19,Tbilisi,Gruzie
52862,B-BEE,,Bakalářský,prezenční,24. 10. 2021 10:42,,750,0,ne,,,24. 10. 2021 11:07:41,ano,24. 10. 2021 10:59:50,ne,,ano,24. 10. 2021 10:42:53,Istanbul,Turecká republika
54238,B-BEE,,Bakalářský,prezenční,29. 11. 2021 21:51,30.11.2021,750,0,ne,,,29. 11. 2021 21:59:33,ano,30. 11. 2021 18:59:38,ne,,ano,29. 11. 2021 21:52:06,Roztoky,Česká republika
52831,N-EGS,,Magisterský navazující,prezenční,22. 10. 2021 18:08,22.10.2021,750,0,ne,,,12. 02. 2021 07:33:03,ano,22. 10. 2021 18:08:54,ne,,ano,22. 10. 2021 18:08:54,NEW AREA GANDHI NAGAR HINO RANCHI JHARKHAND,Indická republika
56502,N-LPA,,Magisterský navazující,prezenční,03. 01. 2022 15:53,,750,0,ne,,,,ne,,ne,,ano,03. 01. 2022 15:54:30,,
53468,N-LPA,,Magisterský navazující,prezenční,17. 11. 2021 11:02,,750,0,ne,,,,ne,,ne,,ano,17. 11. 2021 11:04:37,,
54036,B-BEE,,Bakalářský,prezenční,26. 11. 2021 10:22,27.12.2021,750,0,ne,,,27. 12. 2021 13:25:30,ano,27. 12. 2021 13:20:37,ne,,ano,26. 11. 2021 10:24:57,Sehwan Sharif,Pákistánská islámská republika
55805,N-EGS,,Magisterský navazující,prezenční,23. 12. 2021 07:22,,750,0,ne,,,25. 10. 2020 16:07:07,ano,23. 12. 2021 07:22:55,ne,,ano,23. 12. 2021 07:22:55,Berekum,Ghanská republika
52932,B-BEE,,Bakalářský,prezenční,29. 10. 2021 17:51,29.10.2021,750,0,ne,,,29. 10. 2021 18:03:50,ano,29. 10. 2021 18:01:31,ne,,ano,29. 10. 2021 17:53:18,Takoradi,Ghanská republika
52944,N-ENVA,,Magisterský navazující,prezenční,31. 10. 2021 13:11,,750,0,ne,,,31. 10. 2021 14:24:09,ano,02. 11. 2021 14:03:33,ne,,ano,31. 10. 2021 14:04:02,Würzburg,Spolková republika Německo
53049,B-BEE,,Bakalářský,prezenční,05. 11. 2021 11:18,05.11.2021,750,0,ne,,,05. 11. 2021 22:02:15,ano,05. 11. 2021 11:24:56,ne,,ano,05. 11. 2021 11:20:33,Accra,Ghanská republika
52714,N-EGS,,Magisterský navazující,prezenční,13. 10. 2021 19:33,,750,0,ne,,,,ne,,ne,,ano,13. 10. 2021 19:33:50,,
52908,B-BEE,,Bakalářský,prezenční,28. 10. 2021 02:53,02.12.2021,750,750,ano,27.12.2021,29. 12. 2021 05:45:36,28. 10. 2021 03:00:53,ano,28. 10. 2021 03:02:07,ano,29. 12. 2021 05:45:39,ano,28. 10. 2021 02:54:44,Guatemala City,Guatemalská republika
52717,B-BEE,,Bakalářský,prezenční,14. 10. 2021 10:03,,750,0,ne,,,,ne,,ne,,ne,,,
55747,B-BEDS,,Bakalářský,prezenční,22. 12. 2021 03:16,,750,0,ne,,,14. 03. 2017 08:13:35,ano,22. 12. 2021 03:16:06,ne,,ano,22. 12. 2021 03:16:06,Praha,Česká republika
52633,N-NCO,,Magisterský navazující,prezenční,08. 10. 2021 23:11,27.11.2021,750,0,ne,,,27. 11. 2021 15:24:25,ano,27. 11. 2021 14:11:02,ne,,ano,08. 10. 2021 23:14:33,Kigali,Rwandská republika
52664,B-BEDS,,Bakalářský,prezenční,11. 10. 2021 07:24,02.01.2022,750,0,ne,,,28. 12. 2021 10:40:46,ano,28. 12. 2021 10:32:53,ne,,ano,11. 10. 2021 09:13:45,Kilwa - Tanzania,Sjednocená republika Tanzanie
55123,N-NCO,,Magisterský navazující,prezenční,12. 12. 2021 21:53,,750,0,ne,,,,ne,12. 12. 2021 22:38:28,ne,,ano,12. 12. 2021 22:19:32,,
54075,B-BEDS,,Bakalářský,prezenční,27. 11. 2021 06:58,27.11.2021,750,0,ne,,,27. 11. 2021 07:13:46,ano,27. 11. 2021 07:11:05,ne,,ano,27. 11. 2021 07:04:04,Horana,Srílanská demokratická socialistická republika
56605,B-BEDS,,Bakalářský,prezenční,04. 01. 2022 09:34,,750,0,ne,,,,ne,,ne,,ano,04. 01. 2022 09:42:47,,
53547,B-BEDS,,Bakalářský,prezenční,19. 11. 2021 00:33,,750,0,ne,,,,ne,,ne,,ne,,,
54304,B-BEE,,Bakalářský,prezenční,01. 12. 2021 04:22,,750,0,ne,,,,ne,,ne,,ano,01. 12. 2021 04:24:02,,
55535,B-BEE,,Bakalářský,prezenční,19. 12. 2021 08:08,19.12.2021,750,0,ne,,,19. 12. 2021 08:34:41,ano,19. 12. 2021 08:29:17,ne,,ano,19. 12. 2021 08:10:21,Omsk,Ruská federace
55370,B-BEDS,,Bakalářský,prezenční,16. 12. 2021 08:44,16.12.2021,750,0,ne,,,16. 12. 2021 08:59:42,ano,16. 12. 2021 08:58:06,ne,,ano,16. 12. 2021 08:44:42,Izhevsk,Ruská federace
53940,B-BEE,,Bakalářský,prezenční,24. 11. 2021 16:43,,750,0,ne,,,,ne,,ne,,ano,24. 11. 2021 16:43:11,,
53959,N-EGS,,Magisterský navazující,prezenční,25. 11. 2021 01:22,25.11.2021,750,750,ano,25.11.2021,25. 11. 2021 01:59:18,25. 11. 2021 01:45:16,ano,25. 11. 2021 01:38:45,ano,25. 11. 2021 01:59:18,ano,25. 11. 2021 01:27:04,Ibadan,Ostatní
52912,B-BEE,,Bakalářský,prezenční,28. 10. 2021 09:10,,750,0,ne,,,28. 10. 2021 09:29:31,ano,,ne,,ano,28. 10. 2021 09:13:39,ANAMBRA STATE,Nigérijská federativní republika
52890,B-BEE,,Bakalářský,prezenční,27. 10. 2021 09:32,,750,0,ne,,,,ne,,ne,,ne,,,
52766,N-ENVA,,Magisterský navazující,prezenční,18. 10. 2021 13:07,,750,0,ne,,,18. 10. 2021 13:21:47,ano,18. 10. 2021 13:20:06,ne,,ano,18. 10. 2021 13:13:16,Lalitpur,Nepálská federativní demokratická republika
53064,N-ENVA,,Magisterský navazující,prezenční,06. 11. 2021 10:14,,750,0,ne,,,,ne,06. 11. 2021 10:21:00,ne,,ano,06. 11. 2021 10:15:31,,
55357,B-BEDS,,Bakalářský,prezenční,15. 12. 2021 20:38,,750,0,ne,,,,ne,,ne,,ano,15. 12. 2021 20:43:54,,
52596,N-LPA,,Magisterský navazující,prezenční,06. 10. 2021 23:47,07.10.2021,750,750,ano,19.10.2021,19. 10. 2021 23:46:09,07. 10. 2021 00:36:01,ano,07. 10. 2021 00:33:47,ano,19. 10. 2021 23:46:09,ano,06. 10. 2021 23:49:22,Mexico City,Spojené státy mexické
55374,N-NCO,,Magisterský navazující,prezenční,16. 12. 2021 10:43,16.12.2021,750,0,ne,,,16. 12. 2021 11:03:55,ano,16. 12. 2021 11:17:28,ne,,ano,16. 12. 2021 10:43:55,"Argyroupolis, Athens",Řecká republika
54828,N-LPA,,Magisterský navazující,prezenční,08. 12. 2021 10:48,08.12.2021,750,750,ano,16.12.2021,16. 12. 2021 06:44:56,08. 12. 2021 10:57:14,ano,08. 12. 2021 10:55:08,ano,16. 12. 2021 06:44:56,ano,08. 12. 2021 10:49:38,Algiers,Ostatní
55954,N-ENVA,,Magisterský navazující,prezenční,26. 12. 2021 18:53,26.12.2021,750,0,ne,,,26. 12. 2021 19:11:24,ano,26. 12. 2021 19:09:30,ne,,ano,26. 12. 2021 18:55:12,Kumasi,Ghanská republika
52502,B-BEDS,,Bakalářský,prezenční,02. 10. 2021 12:49,,750,0,ne,,,02. 10. 2021 12:49:25,ano,,ne,,ano,02. 10. 2021 12:49:25,Dřínov,Česká republika
54585,B-BEE,,Bakalářský,prezenční,04. 12. 2021 14:52,,750,0,ne,,,,ne,,ne,,ano,04. 12. 2021 14:58:06,,
53245,N-NCO,,Magisterský navazující,prezenční,13. 11. 2021 00:29,13.11.2021,750,750,ano,14.11.2021,14. 11. 2021 14:32:20,27. 11. 2020 11:42:16,ano,13. 11. 2021 00:29:46,ano,14. 11. 2021 14:32:21,ano,13. 11. 2021 00:29:47,"Utter Pradesh, India",Indická republika
53077,N-EGS,,Magisterský navazující,prezenční,06. 11. 2021 23:41,,750,0,ne,,,,ne,,ne,,ano,23. 11. 2021 23:28:35,,
54437,N-ENVA,,Magisterský navazující,prezenční,02. 12. 2021 12:04,,750,0,ne,,,02. 12. 2021 13:01:05,ano,02. 12. 2021 12:56:26,ne,,ano,02. 12. 2021 12:12:20,Abuja,Nigérijská federativní republika
56055,B-BEE,,Bakalářský,prezenční,28. 12. 2021 13:21,29.12.2021,750,0,ne,,,28. 12. 2021 13:55:15,ano,28. 12. 2021 13:47:14,ne,,ano,28. 12. 2021 13:30:01,Abu Dhabi,Spojené arabské emiráty
52819,B-BEDS,,Bakalářský,prezenční,22. 10. 2021 09:45,22.10.2021,750,0,ne,,,05. 10. 2020 19:25:07,ano,22. 10. 2021 09:45:41,ne,,ano,22. 10. 2021 09:45:42,chililabombwe,Zambijská republika
52820,B-BEE,,Bakalářský,prezenční,22. 10. 2021 10:09,22.10.2021,750,0,ne,,,05. 10. 2020 19:25:07,ano,22. 10. 2021 10:09:24,ne,,ano,22. 10. 2021 10:09:25,chililabombwe,Zambijská republika
52608,B-BEE,,Bakalářský,prezenční,07. 10. 2021 18:07,,750,0,ne,,,,ne,,ne,,ne,,,
52683,B-BEE,,Bakalářský,prezenční,12. 10. 2021 03:48,,750,0,ne,,,,ne,,ne,,ne,,,
52684,B-BEE,,Bakalářský,prezenční,12. 10. 2021 03:52,16.11.2021,750,750,ano,17.11.2021,17. 11. 2021 03:55:06,19. 10. 2021 20:59:47,ano,05. 11. 2021 02:42:06,ano,17. 11. 2021 03:55:06,ano,12. 10. 2021 03:52:41,St. Charles,Spojené státy americké
52726,B-BEE,,Bakalářský,prezenční,14. 10. 2021 23:28,,750,0,ne,,,,ne,14. 10. 2021 23:39:54,ne,,ano,14. 10. 2021 23:30:51,,
54687,N-LPA,,Magisterský navazující,prezenční,06. 12. 2021 12:31,11.12.2021,750,750,ano,11.12.2021,11. 12. 2021 20:13:58,06. 12. 2021 12:53:30,ano,06. 12. 2021 12:50:04,ano,11. 12. 2021 20:13:58,ano,06. 12. 2021 12:32:32,Karachi,Pákistánská islámská republika
53237,N-NCO,,Magisterský navazující,prezenční,12. 11. 2021 21:09,,750,0,ne,,,,ne,,ne,,ano,12. 11. 2021 22:31:04,,
53242,B-BEDS,,Bakalářský,prezenční,12. 11. 2021 23:27,12.11.2021,750,750,ano,24.12.2021,24. 12. 2021 05:28:39,12. 11. 2021 23:39:03,ano,12. 11. 2021 23:37:13,ano,24. 12. 2021 05:28:39,ano,12. 11. 2021 23:33:53,Naucalpan de Juárez,Spojené státy mexické
55469,N-ENVA,,Magisterský navazující,prezenční,17. 12. 2021 18:24,20.12.2021,750,0,ne,,,17. 12. 2021 18:37:15,ano,17. 12. 2021 18:32:30,ne,,ano,17. 12. 2021 18:26:44,Erbil,Irácká republika
53346,B-BEE,,Bakalářský,prezenční,15. 11. 2021 09:33,,750,0,ne,,,,ne,,ne,,ano,15. 11. 2021 09:33:24,,
55316,B-BEDS,,Bakalářský,prezenční,15. 12. 2021 12:51,15.12.2021,750,0,ne,,,15. 12. 2021 13:19:09,ano,15. 12. 2021 13:11:34,ne,,ano,15. 12. 2021 12:53:06,Znojmo,Česká republika
52753,N-EGS,,Magisterský navazující,prezenční,17. 10. 2021 11:36,17.10.2021,750,742.38,ano,18.10.2021,23. 11. 2021 03:01:22,17. 10. 2021 11:54:53,ano,17. 10. 2021 11:49:34,ano,23. 11. 2021 03:01:25,ano,17. 10. 2021 11:38:30,Mbeya,Sjednocená republika Tanzanie
53455,N-NCO,,Magisterský navazující,prezenční,17. 11. 2021 08:54,,750,0,ne,,,,ne,,ne,,ano,17. 11. 2021 08:57:15,,
56529,N-LPA,,Magisterský navazující,prezenční,03. 01. 2022 18:35,04.01.2022,750,0,ne,,,04. 01. 2022 06:12:17,ano,04. 01. 2022 06:10:18,ne,,ano,03. 01. 2022 18:36:51,Cairo,Egyptská arabská republika
52937,N-ENVA,,Magisterský navazující,prezenční,30. 10. 2021 10:22,,750,0,ne,,,,ne,,ne,,ano,30. 10. 2021 10:24:17,,
56098,B-BEE,,Bakalářský,prezenční,29. 12. 2021 10:19,,750,0,ne,,,,ne,,ne,,ano,29. 12. 2021 10:20:08,,
52649,N-EGS,,Magisterský navazující,prezenční,10. 10. 2021 03:11,10.10.2021,750,0,ne,,,10. 10. 2021 03:19:04,ano,10. 10. 2021 03:16:54,ne,,ano,10. 10. 2021 03:13:27,Dakhla,Marocké království
54171,B-BEDS,,Bakalářský,prezenční,28. 11. 2021 21:38,10.12.2021,750,750,ano,10.12.2021,10. 12. 2021 22:11:34,28. 11. 2021 22:03:00,ano,28. 11. 2021 22:01:00,ano,10. 12. 2021 22:11:35,ano,28. 11. 2021 21:44:48,Saint-Peetersburg,Ruská federace
52920,B-BEDS,,Bakalářský,prezenční,28. 10. 2021 22:33,,750,0,ne,,,,ne,,ne,,ano,28. 10. 2021 22:39:22,,
52550,N-LPA,,Magisterský navazující,prezenční,04. 10. 2021 16:32,04.10.2021,750,500,ano,04.10.2021,04. 10. 2021 17:28:55,04. 10. 2021 17:03:01,ano,04. 10. 2021 16:58:40,ano,04. 10. 2021 17:28:56,ano,04. 10. 2021 16:37:08,Howrah,Indická republika
54538,N-ENVA,,Magisterský navazující,prezenční,03. 12. 2021 23:18,03.12.2021,750,0,ne,,,03. 12. 2021 23:27:18,ano,03. 12. 2021 23:26:10,ne,,ano,03. 12. 2021 23:18:42,Victoria,Chilská republika
53920,N-LPA,,Magisterský navazující,prezenční,24. 11. 2021 12:47,,750,0,ne,,,,ne,,ne,,ano,24. 11. 2021 12:53:46,,
54469,N-LPA,,Magisterský navazující,prezenční,02. 12. 2021 19:54,,750,0,ne,,,01. 01. 2022 20:42:45,ano,01. 01. 2022 15:37:04,ne,,ano,02. 12. 2021 19:57:07,"Ogbomoso, Oyo state",Nigérijská federativní republika
52776,N-ENVA,,Magisterský navazující,prezenční,19. 10. 2021 01:34,07.11.2021,750,750,ano,08.11.2021,08. 11. 2021 15:46:18,19. 10. 2021 01:56:37,ano,19. 10. 2021 01:49:25,ano,08. 11. 2021 15:46:18,ano,19. 10. 2021 01:37:34,Lagos,Nigérijská federativní republika
52906,B-BEDS,,Bakalářský,prezenční,27. 10. 2021 21:39,21.11.2021,750,750,ano,22.11.2021,24. 11. 2021 05:45:47,27. 10. 2021 21:47:26,ano,31. 10. 2021 15:44:45,ano,24. 11. 2021 05:45:50,ano,27. 10. 2021 21:40:09,"Ward 8, Kamayut Township, Yangon",Myanmarský svaz
54463,N-NCO,,Magisterský navazující,prezenční,02. 12. 2021 19:22,,750,0,ne,,,,ne,,ne,,ano,02. 12. 2021 19:22:52,,
55044,B-BEE,,Bakalářský,prezenční,11. 12. 2021 22:00,,750,0,ne,,,,ne,,ne,,ne,,,
52885,N-ENVA,,Magisterský navazující,prezenční,26. 10. 2021 17:42,,750,0,ne,,,,ne,26. 10. 2021 17:57:27,ne,,ano,26. 10. 2021 17:46:40,,
55574,N-LPA,,Magisterský navazující,prezenční,19. 12. 2021 17:21,,750,0,ne,,,19. 12. 2021 17:07:37,ano,19. 12. 2021 17:21:50,ne,,ano,19. 12. 2021 17:21:51,Accra,Ghanská republika
52530,B-BEE,,Bakalářský,prezenční,03. 10. 2021 18:12,04.10.2021,750,500,ne,05.10.2021,,03. 10. 2021 18:24:51,ano,03. 10. 2021 18:18:34,ne,,ano,03. 10. 2021 18:15:27,KUMASI,Ghanská republika
52525,B-BEE,,Bakalářský,prezenční,03. 10. 2021 17:52,,750,0,ne,,,,ne,,ne,,ano,03. 10. 2021 17:53:37,,
52527,B-BEE,,Bakalářský,prezenční,03. 10. 2021 17:59,,750,0,ne,,,,ne,03. 10. 2021 18:06:00,ne,,ano,03. 10. 2021 18:01:25,,
52623,N-NCO,,Magisterský navazující,prezenční,08. 10. 2021 11:28,08.10.2021,750,0,ne,,,08. 10. 2021 11:56:17,ano,08. 10. 2021 11:42:17,ne,,ano,08. 10. 2021 11:31:04,"Bahria Town Phase 8, Rawalpindi",Pákistánská islámská republika
52601,B-BEDS,,Bakalářský,prezenční,07. 10. 2021 15:24,,750,0,ne,,,03. 05. 2021 12:54:28,ano,07. 10. 2021 15:24:28,ne,,ano,07. 10. 2021 15:24:29,Bulawayo,Zimbabwská republika
54213,N-ENVA,,Magisterský navazující,prezenční,29. 11. 2021 17:28,27.12.2021,750,0,ne,,,29. 11. 2021 17:41:44,ano,29. 11. 2021 17:35:46,ne,,ano,29. 11. 2021 17:28:54,"AGBOR, Delta State",Nigérijská federativní republika
52743,N-EGS,,Magisterský navazující,prezenční,15. 10. 2021 22:45,05.11.2021,750,0,ne,,,15. 10. 2021 22:58:42,ano,15. 10. 2021 22:55:15,ne,,ano,15. 10. 2021 22:47:27,DOUALA,Kamerunská republika
52654,N-NCO,,Magisterský navazující,prezenční,10. 10. 2021 10:49,15.10.2021,750,750,ano,29.12.2021,29. 12. 2021 09:22:21,16. 11. 2020 12:55:20,ano,10. 10. 2021 10:49:19,ano,29. 12. 2021 09:22:22,ano,10. 10. 2021 10:49:19,DUBAI,Spojené arabské emiráty
53043,N-NCO,,Magisterský navazující,prezenční,05. 11. 2021 09:48,,750,0,ne,,,,ne,,ne,,ano,05. 11. 2021 09:59:12,,
55896,N-EGS,,Magisterský navazující,prezenční,25. 12. 2021 09:26,,750,0,ne,,,25. 12. 2021 09:43:13,ano,,ne,,ano,25. 12. 2021 09:27:57,Cimahi,Indonéská republika
52491,N-LPA,,Magisterský navazující,prezenční,01. 10. 2021 18:08,,750,0,ne,,,01. 10. 2021 19:00:27,ano,01. 10. 2021 18:51:35,ne,,ano,01. 10. 2021 18:09:52,Akrade,Ghanská republika
56260,N-ENVA,,Magisterský navazující,prezenční,31. 12. 2021 22:59,,750,0,ne,,,,ne,,ne,,ne,,,
56261,N-ENVA,,Magisterský navazující,prezenční,31. 12. 2021 23:10,31.12.2021,750,750,ano,02.01.2022,02. 01. 2022 21:16:19,31. 12. 2021 23:20:20,ano,31. 12. 2021 23:15:23,ano,02. 01. 2022 21:16:19,ano,31. 12. 2021 23:11:18,"Lagos, Nigeria",Nigérijská federativní republika
52928,N-EGS,,Magisterský navazující,prezenční,29. 10. 2021 15:12,,750,0,ne,,,,ne,,ne,,ne,,,
52929,N-EGS,,Magisterský navazující,prezenční,29. 10. 2021 15:12,,750,0,ne,,,29. 10. 2021 20:05:23,ano,29. 10. 2021 20:15:33,ne,,ano,29. 10. 2021 15:15:32,Linz,Rakouská republika
52933,N-NCO,,Magisterský navazující,prezenční,29. 10. 2021 21:12,08.11.2021,750,750,ano,08.11.2021,08. 11. 2021 16:13:40,29. 10. 2021 20:05:23,ano,29. 10. 2021 21:12:02,ano,08. 11. 2021 16:13:40,ano,29. 10. 2021 21:12:03,Linz,Rakouská republika
52586,B-BEDS,,Bakalářský,prezenční,06. 10. 2021 13:57,,750,0,ne,,,08. 10. 2021 11:27:01,ano,08. 10. 2021 11:20:20,ne,,ano,08. 10. 2021 11:09:59,"Illaje, lekki, Ajah Lagos state",Ostatní
52494,B-BEDS,,Bakalářský,prezenční,01. 10. 2021 21:09,01.10.2021,750,500,ano,01.10.2021,01. 10. 2021 21:46:49,01. 10. 2021 21:32:10,ano,01. 10. 2021 21:28:44,ano,01. 10. 2021 21:46:49,ano,01. 10. 2021 21:13:39,Lagos,Nigérijská federativní republika
52520,N-NCO,,Magisterský navazující,prezenční,03. 10. 2021 13:33,,750,0,ne,,,,ne,,ne,,ano,03. 10. 2021 13:34:19,,
55042,N-NCO,,Magisterský navazující,prezenční,11. 12. 2021 21:11,11.12.2021,750,0,ne,,,06. 12. 2021 22:09:34,ano,11. 12. 2021 21:11:01,ne,,ano,11. 12. 2021 21:11:01,Abule Egba,Nigérijská federativní republika
55184,B-BEDS,,Bakalářský,prezenční,13. 12. 2021 18:50,,750,0,ne,,,13. 12. 2021 19:15:14,ano,13. 12. 2021 19:11:53,ne,,ano,13. 12. 2021 18:51:59,Dibba fujairah,Spojené arabské emiráty
55185,B-BEE,,Bakalářský,prezenční,13. 12. 2021 18:52,,750,0,ne,,,13. 12. 2021 19:15:14,ano,13. 12. 2021 19:11:53,ne,,ano,13. 12. 2021 18:52:52,Dibba fujairah,Spojené arabské emiráty
52858,N-ENVA,,Magisterský navazující,prezenční,24. 10. 2021 01:47,,750,0,ne,,,24. 10. 2021 02:03:20,ano,24. 10. 2021 01:58:50,ne,,ano,24. 10. 2021 01:51:16,Lagos,Nigérijská federativní republika
56697,B-BEE,,Bakalářský,prezenční,04. 01. 2022 17:36,04.01.2022,750,750,ano,04.01.2022,04. 01. 2022 20:09:19,04. 01. 2022 17:52:34,ano,04. 01. 2022 17:49:13,ano,04. 01. 2022 20:09:20,ano,04. 01. 2022 17:37:58,"Aboh Mbaise, Imo State",Nigérijská federativní republika
52822,N-ENVA,,Magisterský navazující,prezenční,22. 10. 2021 11:31,22.10.2021,750,0,ne,,,22. 10. 2021 19:07:54,ano,22. 10. 2021 19:06:32,ne,,ano,22. 10. 2021 11:34:00,Benin,Nigérijská federativní republika
56455,N-NCO,,Magisterský navazující,prezenční,03. 01. 2022 10:52,03.01.2022,750,0,ne,,,03. 01. 2022 11:03:18,ano,03. 01. 2022 11:01:03,ne,,ano,03. 01. 2022 10:54:32,Ikorodu,Nigérijská federativní republika
54768,B-BEE,,Bakalářský,prezenční,07. 12. 2021 14:45,07.12.2021,750,0,ne,,,07. 12. 2021 15:01:57,ano,07. 12. 2021 14:57:18,ne,,ano,07. 12. 2021 14:47:34,Greater Accra,Ghanská republika
